customer_id,account_id,account_type,account_open_date,account_status,gender,age,state,pincode,customer_segment,employment_status,employer_name,annual_income_inr,account_balance_inr,num_products_held,kyc_status,nominee_added,mobile_banking_enabled,net_banking_enabled,credit_card_linked,demat_account,branch_name,relationship_manager_id,last_login_days_ago,is_dormant,churn_flag,fraud_flag,loan_type,loan_amount_inr,loan_tenure_months,outstanding_principal_inr,emi_amount_inr,days_past_due,is_npa,penalty_amount_inr,credit_score,credit_bureau,risk_rating,savings_interest_rate_pct,fd_interest_rate_pct,overdraft_limit_inr,monthly_interest_income_inr,monthly_service_charges_inr,num_transactions_last_month,avg_transaction_value_inr,last_transaction_date,last_transaction_type,last_transaction_channel,last_transaction_amount_inr,transaction_currency
CUST102262,ACC902262,Savings,2023-07-09,Frozen,M,27.53,,208730.96,Retail,,,3026269.38,1420346.55,6.0,,N,N,Y,Y,Y,Ahmedabad SG Highway,,622.0,0.0,0.0,0.0,Personal Loan,2931131.59,25.0,2544071.51,55385.29,182.0,1.0,1655.51,812.66,,Medium,4.12,,,9112.36,,97.0,2338.36,2022-09-28,Interest,Net Banking,393108.44,INR
CUST102263,ACC902263,Recurring Deposit,2022-05-20,,F,,Tamil Nadu,536039.5,SME,Retired,,5263225.77,47812.85,7.0,,,,Y,Y,Y,Jaipur Vaishali,,384.0,0.0,1.0,0.0,,,,,,181.0,1.0,,572.98,,Low,,,,12699.9,1882.84,99.0,17466.67,2023-04-02,Credit,RTGS,430452.17,INR
CUST102264,ACC902264,Savings,2019-06-14,Active,F,70.87,Karnataka,455239.58,HNI,Retired,,1437274.47,635876.2,7.0,Rejected,,Y,,N,,,RM42,128.0,1.0,,,Business Loan,2765861.52,37.0,1023313.07,54153.03,2.0,0.0,0.0,648.8,EXPERIAN,Very High,6.31,,,9821.77,1884.47,3.0,48157.62,2022-06-18,Credit,NEFT,274397.65,INR
CUST102265,ACC902265,Current,2021-11-22,,F,20.1,,590814.61,Retail,Self-Employed,,1006048.24,597361.17,5.0,Pending,Y,Y,,Y,Y,Bangalore MG Road,,580.0,1.0,0.0,0.0,Education Loan,3374250.7,23.0,3266287.56,69955.37,0.0,0.0,0.0,546.97,,Medium,,,,1043.79,616.92,,25134.11,2021-04-19,Credit,Branch,181170.65,INR
CUST102266,ACC902266,Checking,2025-01-03,Closed,M,35.95,Maharashtra,863153.64,HNI,Retired,,3689121.04,492706.51,6.0,Expired,N,,,,Y,,RM8,474.0,0.0,1.0,0.0,Personal Loan,2290727.84,34.0,,44283.54,118.0,1.0,3680.61,,EXPERIAN,Low,,,214348.69,4528.47,182.95,114.0,63520.9,2019-02-16,Penalty,ATM,211729.49,GBP
CUST102267,ACC902267,Savings,2022-03-17,Frozen,,68.06,,412457.02,Corporate,Self-Employed,,4393696.33,1711684.42,4.0,,N,N,,N,Y,Bangalore MG Road,RM11,563.0,0.0,,,Education Loan,3291282.1,121.0,1909428.4,63854.71,31.0,0.0,3954.58,760.33,EQUIFAX,,6.52,,,14726.04,1581.76,7.0,29964.69,2023-08-07,Transfer,RTGS,459715.11,INR
CUST102268,ACC902268,Fixed Deposit,2022-12-01,Inactive,F,49.23,Telangana,791148.1,Retail,Salaried,Employer_131,2410975.81,158305.84,5.0,Pending,N,,,N,,Hyderabad Banjara Hills,,492.0,0.0,,0.0,Home Loan,-494905.89,118.0,-283437.16,-11617.45,0.0,0.0,0.0,599.37,,,,8.29,,10122.46,289.4,116.0,6585.52,2024-06-03,Interest,RTGS,37725.31,USD
CUST102269,ACC902269,Savings,2018-10-28,Inactive,Other,35.09,Gujarat,697736.21,SME,Salaried,Employer_98,405988.48,1141120.93,2.0,Verified,Y,N,,Y,N,Delhi North,,691.0,0.0,0.0,0.0,,,,,,,,0.0,417.43,,Low,2.96,,,10122.49,1246.34,18.0,8979.96,2022-11-07,EMI,RTGS,400245.91,INR
CUST102270,ACC902270,Fixed Deposit,2020-01-19,Active,M,49.03,Rajasthan,624369.86,HNI,Salaried,Employer_65,2029856.28,1007517.6,1.0,Pending,,N,N,,,Mumbai Central,RM14,478.0,,,0.0,Home Loan,4077362.35,85.0,616184.01,77437.84,0.0,0.0,0.0,672.34,,Very High,,7.52,,9748.23,165.62,73.0,54435.18,2024-11-17,EMI,NEFT,261862.15,GBP
CUST102271,ACC902271,Savings,2023-06-03,,F,43.25,Rajasthan,232079.9,HNI,,,386227.2,960860.32,4.0,Expired,,N,,Y,N,Kolkata West,RM40,270.0,0.0,1.0,1.0,,,,,,88.0,1.0,3252.83,786.22,CIBIL,Low,6.83,,,10453.37,971.77,53.0,25926.95,2020-09-27,Interest,UPI,141910.66,INR
CUST102272,ACC902272,Fixed Deposit,2023-04-26,Closed,F,58.03,Tamil Nadu,864637.13,HNI,Business Owner,,1265239.81,84063.65,7.0,Expired,N,,N,N,N,Mumbai Central,RM33,772.0,0.0,,,,,,,,0.0,0.0,0.0,444.18,CIBIL,Medium,,6.2,,2206.37,1583.41,43.0,36186.52,2019-06-16,Interest,IMPS,29373.58,GBP
CUST102273,ACC902273,Fixed Deposit,2024-06-29,,M,57.13,Karnataka,854558.82,Retail,,,1252562.98,167545.33,5.0,,,,Y,,Y,Jaipur Vaishali,,217.0,0.0,,0.0,Business Loan,492667.06,14.0,179812.3,9083.26,62.0,0.0,930.1,891.15,EQUIFAX,High,,7.33,,3266.16,535.75,58.0,32332.24,2024-05-31,EMI,Mobile App,181895.39,INR
CUST102274,ACC902274,Fixed Deposit,2021-04-10,,,78.82,Tamil Nadu,492839.39,Retail,,,4539673.38,1672676.43,7.0,Expired,Y,Y,,,N,Pune FC Road,,373.0,1.0,1.0,0.0,,,,,,181.0,1.0,3644.39,565.71,,Low,,6.33,,14108.94,1556.68,27.0,50814.46,2023-10-28,Penalty,Net Banking,147741.65,GBP
CUST102275,ACC902275,Recurring Deposit,2022-09-25,Inactive,,37.55,Gujarat,535099.94,Retail,,,4548564.54,146642.97,2.0,Pending,,N,,,N,Ahmedabad SG Highway,,560.0,,,0.0,Personal Loan,2821928.89,86.0,1852015.93,56489.68,1.0,0.0,0.0,760.14,EQUIFAX,Medium,,,,15188.72,997.83,3.0,37676.11,2019-01-21,Interest,Branch,422696.07,USD
CUST102276,ACC902276,Checking,2024-04-18,,M,,Delhi,,SME,Business Owner,,4064758.92,2327914.65,0.0,Pending,N,,,,N,Kolkata West,,709.0,0.0,,0.0,Personal Loan,1388986.77,25.0,985283.49,29467.47,120.0,1.0,2655.45,823.9,EQUIFAX,,,,500689.78,232.45,683.09,113.0,58601.77,2022-02-13,Debit,ATM,416054.19,USD
CUST102277,ACC902277,Checking,2024-04-27,Inactive,M,67.78,Gujarat,746798.47,HNI,,,4264530.93,213148.58,7.0,Rejected,,Y,Y,,,Mumbai Central,RM6,205.0,1.0,1.0,,Auto Loan,941574.84,62.0,265559.58,20017.99,0.0,0.0,0.0,540.71,,High,,,307246.8,6796.18,1749.23,93.0,32677.15,2021-01-25,Debit,ATM,351123.26,INR
CUST102278,ACC902278,Checking,2018-04-12,Inactive,M,59.61,Maharashtra,474175.66,SME,Salaried,Employer_1,478922.94,1540785.84,5.0,Verified,N,,N,Y,N,Kolkata West,,36.0,0.0,,0.0,Personal Loan,4839650.63,34.0,,99126.63,118.0,1.0,402.72,680.97,EQUIFAX,High,,,113395.03,10268.46,784.87,89.0,8994.51,2022-10-10,EMI,NEFT,266390.88,INR
CUST102279,ACC902279,Fixed Deposit,2021-04-09,Frozen,F,20.21,Tamil Nadu,374729.59,HNI,,,3790811.93,,4.0,Verified,,Y,Y,N,,Mumbai Central,RM30,198.0,,0.0,0.0,Education Loan,462426.03,122.0,403785.97,10291.63,30.0,0.0,2277.45,538.99,,High,,7.12,,10744.87,1642.67,14.0,18894.85,2024-02-13,Debit,IMPS,307760.66,INR
CUST102280,ACC902280,Recurring Deposit,2022-03-24,Closed,Other,31.69,Karnataka,805355.98,,Student,,2711263.04,1510060.47,3.0,Pending,,Y,N,,N,Bangalore MG Road,,506.0,0.0,,0.0,Personal Loan,4426853.14,83.0,1875733.17,112516.17,1.0,0.0,0.0,785.76,,High,,,,9435.4,-634.89,,-10874.28,2023-12-08,Debit,IMPS,871.8,USD
CUST102281,ACC902281,Recurring Deposit,2020-04-25,Frozen,F,60.94,Tamil Nadu,424098.21,Corporate,Self-Employed,,247338.64,229788.57,6.0,Pending,N,,N,,Y,Delhi North,RM23,262.0,,,1.0,Personal Loan,495609.88,85.0,268121.89,9139.26,1.0,0.0,0.0,506.33,EQUIFAX,Low,,,,5275.11,1538.57,37.0,75931.75,2019-02-02,Credit,UPI,145678.77,INR
CUST102282,ACC902282,Current,2023-11-10,,F,25.11,Delhi,615369.06,Corporate,Student,,2884971.29,47142086.22,6.0,Rejected,,,Y,Y,Y,Hyderabad Banjara Hills,RM7,19.0,0.0,0.0,1.0,Personal Loan,3359702.65,59.0,2472651.35,60177.5,180.0,1.0,3941.61,479.39,EXPERIAN,High,,,,3315.21,1111.34,104.0,31272.98,2021-08-27,EMI,ATM,443680.67,GBP
CUST102283,ACC902283,Checking,2024-12-28,Closed,F,38.91,West Bengal,222249.76,HNI,,,,939469.62,6.0,Expired,,N,,,,Ahmedabad SG Highway,RM42,,,0.0,0.0,Education Loan,515050.94,38.0,355734.96,9608.5,120.0,1.0,2190.43,350.84,EXPERIAN,Low,,,334401.49,11382.15,1661.46,50.0,67179.23,2019-09-13,Debit,Mobile App,86567.37,EUR
CUST102284,ACC902284,Checking,2020-01-06,Frozen,Other,53.93,Telangana,268077.0,SME,Self-Employed,,1776469.69,40392.56,2.0,,N,Y,,,Y,Chennai East,,396.0,0.0,,0.0,Home Loan,2940947.09,13.0,329851.13,67707.75,,,0.0,368.13,EXPERIAN,Low,,,457728.24,8684.92,386.93,62.0,41756.75,2020-02-24,Interest,NEFT,97976.15,INR
CUST102285,ACC902285,Current,2020-03-18,Frozen,M,45.77,Karnataka,361187.4,SME,Business Owner,,1915528.55,1310138.92,,,N,N,,N,,Mumbai Central,,,0.0,1.0,0.0,Personal Loan,1930115.66,13.0,314292.2,38390.2,118.0,1.0,2380.03,499.2,EQUIFAX,,,,,85587.82,1354.43,22.0,28127.71,2023-01-07,Transfer,RTGS,9907.48,USD
CUST102286,ACC902286,Recurring Deposit,2020-09-07,Closed,F,65.52,Rajasthan,139448.54,SME,Salaried,Employer_72,464433.08,521200.17,3.0,Pending,Y,,,Y,Y,Mumbai Central,,490.0,0.0,1.0,0.0,Business Loan,4107567.75,10.0,3492142.61,69614.34,31.0,0.0,-360.04,770.5,,,,,,3129.22,54.8,119.0,71570.42,2022-11-29,Credit,UPI,297375.31,INR
CUST102287,ACC902287,Savings,2023-11-11,,,51.24,Rajasthan,,,Business Owner,,692925.66,886.8,7.0,Verified,N,,,,Y,Pune FC Road,,572.0,,,0.0,Business Loan,3065519.86,,2964789.92,68435.64,2.0,0.0,0.0,607.97,EQUIFAX,Medium,4.51,,,10820.23,749.01,15.0,58494.67,2021-06-21,Penalty,NEFT,47714.98,INR
CUST102288,ACC902288,Fixed Deposit,2018-11-03,Frozen,,,West Bengal,490880.72,Corporate,Student,,2681904.76,1874839.82,2.0,Verified,N,,Y,,Y,Chennai East,RM5,761.0,0.0,0.0,0.0,,,,,,181.0,1.0,2109.43,711.23,,Low,,8.22,,1387.14,1115.43,87.0,55262.44,2020-03-05,Debit,Branch,37976.08,USD
CUST102289,ACC902289,Fixed Deposit,2024-09-07,Inactive,M,55.51,West Bengal,937564.83,,Student,,1166135.87,1314393.48,2.0,Rejected,N,N,Y,,,Mumbai Central,,320.0,0.0,1.0,0.0,,,,,,0.0,0.0,0.0,439.31,EQUIFAX,Very High,,6.59,,1690.59,1471.57,49.0,13467.55,2021-07-18,Transfer,Branch,468680.74,GBP
CUST102290,ACC902290,Checking,2020-07-31,Frozen,Other,27.38,Delhi,730428.82,Retail,Business Owner,,,28178.14,5.0,,,,N,,N,Bangalore MG Road,,248.0,0.0,0.0,0.0,Home Loan,1099780.71,34.0,35033267.57,23470.68,59.0,0.0,1565.29,518.6,,Low,,,360825.53,10680.11,1119.41,16.0,17592.85,2022-03-26,Credit,NEFT,169372.15,INR
CUST102291,ACC902291,Recurring Deposit,2025-01-11,,M,50.29,Telangana,645086.99,Corporate,Salaried,Employer_62,4143535.4,606527.38,8.0,Verified,Y,,N,N,,Bangalore MG Road,RM29,151.0,,1.0,,,,,,,90.0,1.0,1787.6,312.32,CIBIL,Very High,,,,3500.83,1537.97,76.0,62082.27,2022-09-28,Debit,Branch,224665.08,USD
CUST102292,ACC902292,Fixed Deposit,2022-03-04,Active,M,60.89,Delhi,240739.15,Retail,Salaried,Employer_33,3210772.93,1635917.41,8.0,Verified,,N,,Y,,Jaipur Vaishali,,94.0,0.0,,0.0,Business Loan,151810.28,122.0,64927.21,2963.94,89.0,1.0,4116.29,892.71,,Medium,,5.56,,10909.49,,16.0,53169.83,2021-02-27,EMI,Net Banking,457383.23,EUR
CUST102293,ACC902293,Current,2019-04-08,Inactive,M,49.92,Karnataka,340206.76,,,,-151146.17,1147149.99,4.0,Verified,,,N,N,N,Mumbai Central,,304.0,0.0,0.0,0.0,,,,,,90.0,1.0,936.08,551.4,EXPERIAN,Low,,,,3495.73,190.43,108.0,674308.7,2025-02-14,Debit,Mobile App,11820008.17,INR
CUST102294,ACC902294,Savings,2024-03-27,Inactive,M,36.1,Rajasthan,596700.73,SME,Business Owner,,278553.32,520745.43,5.0,Pending,N,,N,,N,,,140.0,,,0.0,Education Loan,4771118.62,82.0,1445594.04,97856.74,0.0,0.0,0.0,859.06,,Low,2.85,,,988.87,925.55,31.0,31996.61,2024-07-30,Penalty,Mobile App,174550.15,INR
CUST102295,ACC902295,Fixed Deposit,2022-01-27,Active,M,62.7,Delhi,246052.51,Retail,Salaried,Employer_33,3176107.51,1494567.47,8.0,Verified,,N,,Y,,Jaipur Vaishali,,103.0,0.0,,0.0,Business Loan,149298.2,118.0,63321.25,2988.7,92.0,1.0,4762.24,719.04,,Medium,,5.25,,13330.8,,15.0,65067.81,2021-02-27,EMI,Net Banking,472101.43,EUR
CUST102296,ACC902296,Savings,2021-05-09,Closed,F,54.29,Rajasthan,478829.18,Corporate,Salaried,Employer_121,4189000.36,613197.29,9.0,Pending,N,Y,,,Y,Pune FC Road,RM3,255.0,0.0,0.0,0.0,Auto Loan,3922397.92,119.0,1184218.02,91541.85,122.0,1.0,65540.51,624.84,EXPERIAN,High,7.14,,,12060.15,656.03,3.0,39547.32,2022-09-10,Interest,Net Banking,,USD
CUST102297,ACC902297,Fixed Deposit,2024-12-20,,M,20.31,West Bengal,932762.0,Retail,Retired,,776623.57,708726.99,6.0,Pending,N,,Y,Y,,Kolkata West,,521.0,0.0,,0.0,,,,,,90.0,1.0,,769.23,CIBIL,,,7.55,,2640.95,234.93,97.0,74970.0,2018-03-17,Debit,ATM,,USD
CUST102298,ACC902298,Current,2023-04-11,,M,38.12,West Bengal,400092.64,SME,Self-Employed,,2889206.09,1958758.62,4.0,,N,Y,Y,,Y,Chennai East,,451.0,1.0,,0.0,,,,,,31.0,0.0,2997.99,351.31,EQUIFAX,High,,,,9122.61,963.9,38.0,15626.29,2023-02-07,Interest,Mobile App,164189.96,INR
CUST102299,ACC902299,Savings,2018-03-15,Closed,M,,Karnataka,851631.91,,Business Owner,,3505241.67,308107.6,3.0,Rejected,,Y,Y,Y,N,Kolkata West,,398.0,0.0,1.0,0.0,Auto Loan,148520.09,119.0,77960.93,2961.43,,,0.0,616.66,CIBIL,High,4.77,,,1645.81,203.33,114.0,32990.09,2022-11-15,Credit,IMPS,338963.83,INR
CUST102300,ACC902300,Checking,2018-01-08,Frozen,F,42.68,Maharashtra,984968.68,HNI,,,5047319.79,5285.78,7.0,Pending,Y,N,N,Y,N,Hyderabad Banjara Hills,RM38,623.0,1.0,1.0,0.0,,,,,,0.0,0.0,0.0,629.24,,Very High,,,,-3298.75,109.92,94.0,61215.65,2023-11-24,EMI,UPI,314991.74,GBP
CUST102301,ACC902301,Current,2020-12-13,Active,F,66.06,Maharashtra,858431.39,,Retired,,399577.46,48720.93,7.0,Expired,,,,,N,,,,,1.0,0.0,Personal Loan,1525828.93,23.0,988965.76,34386.28,0.0,0.0,0.0,620.38,CIBIL,High,,,,13225.75,1417.32,,53009.48,2021-04-19,Transfer,Net Banking,109050.12,EUR
CUST102302,ACC902302,Recurring Deposit,2022-03-13,,M,33.93,West Bengal,671149.82,Retail,Retired,,1859413.16,670875.69,2.0,Verified,Y,,N,,Y,Mumbai Central,,634.0,,0.0,1.0,,,,,,30.0,0.0,3779.27,856.46,EQUIFAX,Medium,,,,12632.29,1002.93,,16257.44,2022-03-29,Interest,ATM,407048.99,INR
CUST102303,ACC902303,Savings,2019-05-28,Frozen,M,48.18,Telangana,591657.71,SME,Salaried,Employer_136,4238809.98,122835.6,6.0,,Y,N,Y,Y,N,Delhi North,,260.0,1.0,,1.0,Auto Loan,2629896.18,,1341707.29,58626.01,88.0,1.0,3410.48,819.37,EQUIFAX,Medium,5.73,,,561.45,669.29,71.0,13821.32,2021-02-08,Interest,ATM,28389.26,INR
CUST102304,ACC902304,Fixed Deposit,2021-12-14,Active,,47.72,Rajasthan,562177.62,HNI,Student,,3831867.98,1934452.67,3.0,,N,,Y,N,Y,,RM48,87.0,,0.0,0.0,Business Loan,3693837.51,86.0,21754181.88,57585.61,0.0,0.0,0.0,752.41,CIBIL,Low,,5.67,,1170.19,1580.42,28.0,36877.28,2024-09-23,EMI,Mobile App,97874.27,USD
CUST102305,ACC902305,Current,2023-03-10,Active,M,17.54,Telangana,959732.18,Retail,Retired,,514032.0,1833106.04,1.0,Verified,N,Y,,Y,,Hyderabad Banjara Hills,,137.0,0.0,0.0,0.0,Education Loan,814494.46,,927049.72,16608.09,,,0.0,529.37,CIBIL,Low,,,,1730.99,374.85,67.0,12433.94,2019-04-03,EMI,Mobile App,30436.08,INR
CUST102306,ACC902306,Savings,2018-03-02,Active,F,37.1,Delhi,416647.73,HNI,Student,,1461726.88,573957.65,3.0,Pending,Y,N,Y,N,N,Delhi North,RM9,662.0,,1.0,1.0,Auto Loan,4363524.0,121.0,3350364.29,79375.48,121.0,1.0,2878.78,595.87,CIBIL,,3.99,,,12077.2,1683.69,,24645.58,2023-10-21,Transfer,Net Banking,54319.67,EUR
CUST102307,ACC902307,Fixed Deposit,2019-01-15,Frozen,,,West Bengal,489004.6,Corporate,Student,,3140799.24,1857740.74,2.0,Verified,N,,Y,,Y,Chennai East,RM5,678.0,0.0,0.0,0.0,,,,,,181.0,1.0,2060.53,730.43,,Low,,8.8,,1256.91,1023.19,87.0,48765.25,2020-02-10,Debit,Branch,42714.02,USD
CUST102308,ACC902308,Checking,2019-08-23,Closed,F,22.61,West Bengal,225239.25,Corporate,,,1171158.12,162760.53,8.0,Verified,N,Y,,,N,Jaipur Vaishali,RM30,78.0,,1.0,0.0,Home Loan,313840.51,24.0,221682.39,6370.8,120.0,1.0,44994.73,710.96,EXPERIAN,Low,,,41526.52,-471.87,941.48,49.0,71678.32,2024-07-09,Debit,IMPS,87779.89,INR
CUST102309,ACC902309,Checking,2018-12-14,Closed,F,24.9,Tamil Nadu,178727.62,Corporate,,,1276118.35,1424000.62,9.0,,Y,Y,Y,N,N,Pune FC Road,RM43,318.0,,,0.0,,,,,,118.0,1.0,3369.09,766.54,EQUIFAX,High,,,110820.97,13631.83,1751.23,88.0,79742.36,2024-06-20,Debit,UPI,435086.84,GBP
CUST102310,ACC902310,Current,2022-01-12,Closed,F,66.39,Tamil Nadu,508474.97,Corporate,Business Owner,,382045.73,212932.39,0.0,Expired,N,Y,Y,,,Delhi North,RM9,34.0,0.0,,0.0,Education Loan,,86.0,,,0.0,0.0,0.0,680.05,CIBIL,,,,,9329.75,347.67,45.0,-2972.09,2021-02-11,Transfer,Mobile App,,INR
CUST102311,ACC902311,Recurring Deposit,2021-07-17,Closed,F,60.31,Telangana,734231.36,SME,Self-Employed,,3231118.45,1836907.98,8.0,Expired,,Y,,,N,Pune FC Road,,686.0,0.0,1.0,,Home Loan,2842596.72,121.0,563951.42,59115.94,1.0,0.0,0.0,721.4,,,,,,8645.88,1203.21,89.0,32905.44,2018-10-12,Interest,Mobile App,87987.98,INR
CUST102312,ACC902312,Fixed Deposit,2021-08-13,Frozen,F,44.33,Delhi,723817.95,HNI,Business Owner,,699445.46,649690.83,9.0,Verified,Y,,N,N,Y,,RM6,258.0,,0.0,0.0,,,,,,0.0,0.0,0.0,582.02,CIBIL,Low,,7.89,,4025.54,87.76,71.0,-14192.87,2018-07-09,Credit,NEFT,125508.08,EUR
CUST102313,ACC902313,Savings,2018-05-06,Closed,,30.75,Gujarat,445123.66,,Retired,,1024873.36,1931446.48,9.0,,N,Y,Y,N,N,Hyderabad Banjara Hills,,615.0,1.0,0.0,1.0,Auto Loan,194515694.2,58.0,95381624.61,3602704.06,1.0,0.0,0.0,561.41,CIBIL,Very High,4.41,,,,490.73,113.0,33256.04,2021-03-24,Credit,ATM,395225.6,INR
CUST102314,ACC902314,Fixed Deposit,2023-08-30,Inactive,M,54.22,West Bengal,1158802.15,,Student,,1202577.06,1407736.41,1.0,Rejected,N,N,Y,,,Mumbai Central,,319.0,0.0,1.0,0.0,,,,,,0.0,0.0,0.0,418.33,EQUIFAX,Very High,,6.66,,1650.28,1445.83,46.0,12843.88,2022-04-10,Transfer,Branch,476626.59,GBP
CUST102315,ACC902315,Fixed Deposit,2020-07-12,Active,M,49.07,Rajasthan,641127.31,HNI,Salaried,Employer_65,2093934.23,832906.89,1.0,Pending,,N,N,,,Mumbai Central,RM14,484.0,,,0.0,Home Loan,4032539.07,86.0,614846.87,91557.37,0.0,0.0,0.0,613.46,,Very High,,7.81,,9797.01,165.31,71.0,49280.64,2024-04-17,EMI,NEFT,238380.24,GBP
CUST102316,ACC902316,Checking,2023-05-11,Active,F,51.99,West Bengal,288697.59,Retail,Retired,,3560684.95,233917.15,5.0,Verified,,N,Y,Y,,Ahmedabad SG Highway,,620.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0,323.08,CIBIL,High,,,22256776.14,8030.21,158.02,12.0,49077.34,2024-01-16,Credit,UPI,174797.42,USD
CUST102317,ACC902317,Checking,2022-01-04,,F,63.18,,494588.24,,Salaried,Employer_142,3919906.47,527724.28,7.0,Rejected,Y,Y,N,,Y,Delhi North,,,1.0,0.0,0.0,Business Loan,1742398.29,25.0,235929.27,35026.42,59.0,0.0,2365.07,388.38,,Low,,,81578.9,10474.43,1025.78,69.0,,2019-07-07,Interest,IMPS,376964.57,GBP
CUST102318,ACC902318,Fixed Deposit,2019-10-29,,M,41.93,Rajasthan,1047958.08,SME,Self-Employed,,1270380.28,234924.24,7.0,Pending,,Y,Y,N,N,Pune FC Road,,669.0,0.0,0.0,0.0,,,,,,1.0,0.0,0.0,796.57,CIBIL,Medium,,6.59,,5752.56,589.32,86.0,37443.92,2019-12-17,Debit,NEFT,-13667.67,INR
CUST102319,ACC902319,Checking,2021-04-13,Frozen,Other,30.24,Delhi,708789.81,Retail,Business Owner,,,31311.99,5.0,,,,N,,N,Bangalore MG Road,,247.0,0.0,0.0,0.0,Home Loan,1350273.0,38.0,36701719.24,21527.29,61.0,0.0,1651.35,500.98,,Low,,,394992.38,10535.97,1058.25,13.0,17381.84,2022-05-15,Credit,NEFT,184401.84,INR
CUST102320,ACC902320,Fixed Deposit,2020-11-05,Inactive,M,34.7,Telangana,787823.34,SME,Retired,,3652986.03,782042.29,0.0,Verified,N,Y,,Y,N,Ahmedabad SG Highway,,475.0,,0.0,0.0,,,,,,62.0,0.0,3007.13,643.86,EQUIFAX,Medium,,6.7,,2352.02,1741.38,19.0,3415659.15,2024-06-02,Penalty,RTGS,350106.88,INR
CUST102321,ACC902321,Fixed Deposit,2019-06-27,Frozen,M,56.67,Telangana,469663.79,Corporate,Business Owner,,-822418.99,1601372.31,10.0,Expired,,N,Y,N,Y,Bangalore MG Road,RM4,653.0,1.0,0.0,0.0,,,,,,58.0,0.0,4106.94,814.85,CIBIL,,,8.56,,635475.99,,109.0,58153.29,2022-03-19,Interest,Net Banking,205437.14,GBP
CUST102322,ACC902322,Recurring Deposit,2021-03-13,,F,71.57,West Bengal,883155.86,SME,Salaried,Employer_63,850781.96,86096.16,5.0,Verified,,,Y,Y,,Chennai East,,814.0,0.0,,0.0,,,,,,2.0,0.0,0.0,896.14,CIBIL,Medium,,,,12018.93,1457.57,110.0,39858.32,2023-02-22,EMI,IMPS,72226.59,GBP
CUST102323,ACC902323,Recurring Deposit,2023-08-15,Closed,M,31.81,Tamil Nadu,249807.39,HNI,Student,,2909981.77,832838.42,0.0,Pending,Y,N,Y,N,,Pune FC Road,RM10,720.0,,0.0,1.0,,,,,,0.0,0.0,0.0,380.09,EQUIFAX,Medium,,,,7779.05,2051.89,106.0,34065.97,2021-03-12,Penalty,Branch,282436.29,INR
CUST102324,ACC902324,Savings,2023-08-21,,F,40.87,Rajasthan,236752.09,HNI,,,349459.76,754405.45,7.0,Expired,,N,,Y,N,Kolkata West,RM40,243.0,0.0,1.0,1.0,,,,,,90.0,1.0,3123.66,705.03,CIBIL,Low,5.7,,,9499.17,1053.87,50.0,25989.45,2020-11-02,Interest,UPI,159496.06,INR
CUST102325,ACC902325,Current,2021-12-12,Inactive,F,17.5,Rajasthan,911625.99,Corporate,Self-Employed,,1131833.63,1149716.71,2.0,Expired,N,N,,,,Ahmedabad SG Highway,RM11,507.0,,1.0,1.0,Auto Loan,1547468.62,46.0,1505019.72,28345.77,121.0,1.0,1084.98,527.94,EXPERIAN,High,,,,355.2,1212.89,97.0,29049.61,2021-04-02,Interest,NEFT,424300.71,INR
CUST102326,ACC902326,Recurring Deposit,2019-07-29,Active,,72.13,,627803.02,HNI,Business Owner,,3025688.98,1417875.06,2.0,Verified,,Y,N,N,N,,RM40,595.0,1.0,0.0,0.0,Personal Loan,4309421.41,82.0,654784.55,89230.46,120.0,1.0,1614.7,506.22,CIBIL,Medium,,,,,27.98,30.0,65777.23,2024-09-22,Interest,Branch,116335.07,USD
CUST102327,ACC902327,Recurring Deposit,2023-09-13,Frozen,F,18.63,Delhi,633661.9,SME,Salaried,Employer_59,365797.79,888060.9,0.0,,,N,N,,Y,Delhi North,,321.0,0.0,0.0,0.0,Personal Loan,11141006.69,50.0,5567999.25,198206.07,0.0,0.0,0.0,374.87,,,,,,-1814.84,13083.78,54.0,45249.03,2024-08-28,Transfer,NEFT,88206.66,USD
CUST102328,ACC902328,Current,2019-11-11,Inactive,F,34.28,,299408.8,Corporate,Self-Employed,,1093395.22,1470810.16,2.0,Pending,,Y,,Y,,Ahmedabad SG Highway,RM8,,0.0,0.0,0.0,Home Loan,1408575.87,26.0,262945.38,23105.41,0.0,0.0,0.0,531.95,CIBIL,Low,,,,13709.51,1088.33,46.0,28052.49,2018-05-04,Penalty,IMPS,40461.92,EUR
CUST102329,ACC902329,Recurring Deposit,2018-10-01,Active,,29.59,Rajasthan,479138.7,SME,Retired,,-903818.33,1425104.74,6.0,,,Y,N,,N,Bangalore MG Road,,369.0,0.0,0.0,0.0,,,,,,92.0,1.0,587.12,892.63,EXPERIAN,Medium,,,,12864.67,521.5,104.0,49567.25,2021-03-16,Interest,UPI,79534.05,INR
CUST102330,ACC902330,Savings,2024-04-08,,Other,71.14,Gujarat,372326.8,SME,Student,,1248675.63,208518.2,3.0,Verified,,N,N,N,,Jaipur Vaishali,,,0.0,0.0,,,,,,,58.0,0.0,1726.42,802.88,EXPERIAN,,6.64,,,473.17,1884.02,67.0,,2022-09-20,Credit,UPI,271385.89,GBP
